caption,n_likes_1000,n_comments,event,fac,gpe,law,loc,money,norp,org,person,product,work_of_art,personal_quote,quote
"Create balance and strength from within, today and always.",90k,185,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stars wear stripes. 
@DFB_Team extends its contract with adidas until 2022. Create a dynasty.",109k,343,0,0,0,0,0,0,0,0,0,0,0,0,0
Seamless design. Limitless performance. Create your future in running with AlphaBOUNCE.,96k,422,0,0,0,0,0,0,0,0,0,1,0,0,0
Out to put on a show. @BiaeBrancaFeres are fine-tuning their routine to make their country proud. #SpeedTakes perfection.,87k,250,0,0,0,0,0,0,0,1,0,0,0,0,0
Play like THE MVP. Become a champion. Sidney Crosby adds another 🏆 to the collection.,79k,189,0,0,0,0,0,0,0,1,1,0,0,0,0
Create glory.,101k,431,0,0,0,0,0,0,0,0,0,0,0,0,0
Creating history doesnt come easy.,106k,199,0,0,0,0,0,0,0,0,0,0,0,0,0
"Four years ago @YohanBlake was young and inexperienced. 
Hes a different person now, and hes ready to go.
#SpeedTakes transformation.",70k,65,0,0,0,0,0,0,0,0,0,0,0,0,0
"The stage is set.
Create a moment your country will never forget.",92k,196,0,0,0,0,0,0,0,0,0,0,0,0,0
"Create in every color.
The adizero Afterburner 3.0 Dipped Collection.",87k,229,0,0,0,0,0,0,0,0,1,0,0,0,0
He’s seen the best in the world do it on the biggest stage. Now @waydedreamer has joined them and he’s out to beat them. #SpeedTakes dreams.,77k,67,0,0,0,0,0,0,0,0,1,0,0,0,0
"Today we start a journey to save the oceans.
Make the pledge to support @parley.tvs Ocean Plastic Program.
Create a movement.",106k,854,0,0,0,0,0,0,0,1,0,0,0,0,0
"Create history.
🇬🇧🇺🇸🇦🇺🇫🇷 A Career Slam brought to you by Novak Pros.",106k,211,0,0,0,0,0,0,0,1,1,0,0,0,0
Create a legacy.,124k,269,0,0,0,0,0,0,0,0,0,0,0,0,0
It takes a team to create a dynasty. @FCBayern: Bundesliga Champions. Add it to the rest. 🏆🏆🏆🏆,79k,184,0,0,0,0,0,0,0,0,1,0,0,0,0
"Practice, patience and proving people wrong. Tori Bowie doesn’t feel pressure. She applies it. #SpeedTakes belief.",61k,136,0,0,0,0,0,0,0,0,0,1,0,0,0
Reaching the top is hard. Staying there is harder. There’s a target on @EllieSimmonds’ back and she’s the one to beat. #SpeedTakes sacrifice.,69k,150,0,0,0,0,0,0,0,1,0,0,0,0,0
Discover peace to create mindfulness.,81k,584,0,0,0,0,0,0,0,0,0,0,0,0,0
"In her quest for medals, @Laura_Trott31 pushes her body to its limits. She ignores the burn and focuses on being the fastest she can be. #SpeedTakes pain.",68k,110,0,0,0,0,0,0,0,0,0,0,0,0,0
"When the heat wave hits, hit back. 
Cooler heads prevail with Climachill.",67k,122,0,0,0,0,0,0,0,1,1,0,0,0,0
"Fit for a Queen.
#SpeedTakes innovation. Introducing the new @TeamGB Kit. #100DaysToGo",95k,201,0,0,0,0,0,1,0,0,1,1,0,0,0
"Boss everyone. Create history.
@Juventus: 2015/16 champions. 🏆",90k,197,0,0,0,0,0,0,0,0,1,0,0,0,0
"Line up, London. Today we run this city.",101k,426,0,0,1,0,0,0,0,0,0,0,0,0,0
"The greatest footprint we can have is not having one at all. To celebrate Earth Day, we are proud to announce that plastic shopping bags in our retail stores are now history.",91k,433,1,0,0,0,0,0,0,0,0,0,0,0,0
"Hayle to the king. Today, Lemi Berhanu Hayle rules Boston. 🏁🏆",63k,272,0,0,1,0,0,0,0,1,0,0,0,0,0
They told @MoeBrian she was too small to play. They were wrong. Bigger doesn’t always mean better. #SpeedTakes creativity.,73k,184,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sport runs deep for @TylaNathanWong. It’s in her genes. But without support, she wouldn’t be ready to take on the world. #SpeedTakes family.",75k,290,0,0,0,0,0,0,0,0,1,0,0,0,0
Spit out fire. Sweat out weakness. Climachill will guide you through the flames.,68k,113,0,0,0,0,0,0,0,1,0,0,0,0,0
Create your mark. Earn your stripes. @anaivanovic introduces the new @adidasTennis Roland Garros collection by @adidasY3.,84k,196,0,1,0,0,0,0,0,0,0,0,0,0,0
"@GarbiMuguruza trains to be as dangerous as she can be. Practice makes perfect, but risks win titles. Believe you can win and trust your judgement. #SpeedTakes instinct.",64k,231,0,0,0,0,0,0,0,0,0,0,0,0,0
@DeGoedeEva has played for her country since she was 17. But never on her own. #SpeedTakes teamwork.,63k,203,0,0,0,0,0,0,0,0,2,0,0,0,0
"When barriers stand in the way, creators rise above.",79k,89,0,0,0,0,0,0,0,0,0,0,0,0,0
Some run for shelter. Creators charge through. Launch into the heat with Climachill.,80k,153,0,0,0,0,0,0,0,1,0,0,0,0,0
Invest in your future with the lightest cleat in football. Introducing the adizero 5-Star 5.0 x Kevlar by @SnoopDogg.,124k,1892,0,0,0,0,0,0,0,1,0,0,0,0,0
"&quot;I chose adidas because we have shared passions and values. They have the same vibe I do, on and off the pitch. My biggest passion is football and I needed a brand that would give me the space to express myself and explore new frontiers.&quot; Creators x adidas. Welcome to the family, @PaulPogba.",83k,402,0,0,0,0,0,0,0,0,0,0,0,0,0
Raise the bar and fly high.,70k,120,0,0,0,0,0,0,0,0,0,0,0,0,0
"Create the future youve always imagined. Put your best foot forward with the NMD City Sock, dropping worldwide March 17th (early May in the U.S.).",72k,392,0,0,1,0,0,0,0,1,0,0,0,0,0
"When extraordinary is your ordinary, its worth celebrating.

On #InternationalWomensDay, get creative with @adidasWomen.

1. Post a pic/video/gif of you/your crew – smashing PR’s, mixing up routines, taking training to unexpected places.
2. Tag @adidasWomen #heretocreate

Well choose the best creators and share them right here.",86k,276,0,0,0,0,0,0,0,0,0,0,0,0,0
Unwavering focus. Tireless training. Lap after lap. This path leads to gold.,74k,107,0,0,0,0,0,0,0,0,0,0,0,0,0
The Queen of the track. @laura_trott31 is double World Track Champion. 🏅🏅,79k,219,0,0,0,0,0,0,0,1,0,0,0,0,0
"Capturing the finest creators in skateboarding.
Away Days - A full-length skateboard film. Coming soon.",71k,124,0,0,0,0,0,0,0,0,0,0,0,0,0
"Challenge yourself one pose after another.
Inner balance creates outer strength.",68k,130,0,0,0,0,0,0,0,0,0,0,0,0,0
Youll never know your limits until you put them to the test. Create a path to the peak and never stop reaching.,89k,160,0,0,0,0,0,0,0,0,0,0,0,0,0
Reach the top for a better view of your next challenge. @JodieAlicia is ready to create.,84k,163,0,0,0,0,0,0,0,0,1,0,0,0,0
"Helping you find your true north. Guiding you to create your best self.
adidas x Wanderlust",67k,114,0,0,0,0,0,0,0,0,1,0,0,0,0
Creativity takes focus and perseverance. Reinventing herself. Reinventing her game. @Jaque1212 is #heretocreate.,63k,85,0,0,0,0,0,0,0,1,0,0,0,0,0
What she has is a gold medal in figure skating. What she wants is an identity that’s all her own. @SunnyLipnitskaya is #heretocreate.,79k,200,0,0,1,0,0,0,0,0,0,0,0,0,0
You see a wall. She sees an opportunity. @SashaDiGiulian is #heretocreate.,69k,155,0,0,0,0,0,0,1,0,0,0,0,0,0
The love you take is equal to the love you make.,311k,159864,0,0,0,0,0,0,0,0,0,0,0,0,0
The biggest stages in tennis dont come easy. @anaivanovic proves that life is about creating yourself. #heretocreate,75k,297,0,0,0,0,0,0,0,0,0,0,0,0,0
Every day is an opportunity to challenge her identity in the gym and on the runway. @KarlieKloss is #heretocreate.,71k,166,0,0,0,0,0,0,0,0,0,0,0,0,0
A fitness artist never stops looking for ways to push the boundaries of sport. @NicoleWinhoffer is #heretocreate.,75k,227,0,0,0,0,0,0,0,0,0,0,0,0,0
"This is Futurecraft.
Cutting-edge craftsmanship for a revolutionary run. Tailored for you, by you.

Introducing Futurecraft Tailored Fibre, a revolutionary manufacturing technique that enables unique footwear designs to be modified to the individual needs of any athlete.",100k,1761,0,0,0,0,0,0,0,0,0,1,0,0,0
She’s known for many things. None of them are what you’d expect. @HannahBronfman is #heretocreate.,75k,183,0,0,0,0,0,0,0,0,1,0,0,0,0
All-star baller. All-star mother. @CandaceParker is #heretocreate a new meaning for both.,60k,139,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defense wins championships. 
@millerlite40 is your MVP.",91k,211,0,0,0,0,0,0,0,1,0,0,0,0,0
The gym is wherever she makes it. @RobinNYC is #heretocreate.,78k,80,0,0,0,0,0,0,0,0,0,0,0,0,0
"From the court to the beach, no type of training is off limits. @CaroWozniacki is #heretocreate.",69k,78,0,0,0,0,0,0,0,1,0,0,0,0,0
The end of one road is the start of another. Create your own path.,80k,187,0,0,0,0,0,0,0,0,0,0,0,0,0
"The speed you want, created as fast as you want it. The SPEEDFACTORY has been activated. Stay tuned.",78k,145,0,0,1,0,0,0,0,0,0,0,0,0,0
"The tides are turning. 
Futurecraft meets @Parley.tv to transform deep-sea plastic waste into a 3D-printed midsole.​",81k,404,0,0,0,0,0,0,0,0,0,0,0,0,0
@djokernole takes Paris.,70k,125,0,0,1,0,0,0,0,0,0,1,0,0,0
Redefine routine. The city is your studio.,71k,109,0,0,0,0,0,0,0,0,1,0,0,0,0
Suit up and show your stripes. Today we celebrate adidas Tracksuit Day.,89k,681,0,0,0,0,0,0,0,1,0,0,0,0,0
History made. Back to black.,85k,235,0,0,0,0,0,0,0,0,0,0,0,0,0
Limitless style for the bold. @adidasOriginals x Kanye West YEEZY SEASON 1 available worldwide tomorrow.,67k,611,0,0,0,0,0,0,0,0,1,0,0,0,0
Tomorrows destiny is todays hard work. Take Today.,79k,147,0,0,0,0,0,0,0,0,0,0,0,0,0
Make a move or move out of the way. Its forever or never.,67k,201,0,0,0,0,0,0,0,0,0,0,0,0,0
No limits. Rise above and let the Superstar in you shine.,67k,157,0,0,0,0,0,0,0,0,0,0,0,0,0
Your dream. Your freedom. Claim it.,84k,274,0,0,0,0,0,0,0,0,0,0,0,0,0
Absolute focus. Undeniable strength.,78k,303,0,0,0,0,0,0,0,0,0,0,0,0,0
"Today we run Chicago. 
Prove yourself and attack the city.",94k,159,0,0,1,0,0,0,0,0,0,0,0,0,0
"An icon, a legend, a gentleman. Today, Ma‘a Nonu celebrates his 100th cap. We‘re proud to play with the best.",87k,209,0,0,0,0,0,0,0,0,1,0,0,0,0
3D-printed performance footwear. This is Futurecraft 3D. Take a sneak peek at the future of running.,94k,1601,0,0,0,0,0,0,0,0,0,0,1,0,0
Find your balance.,99k,456,0,0,0,0,0,0,0,0,0,0,0,0,0
"The wait is over. Welcome, @JHarden13.",90k,573,0,0,0,0,0,0,0,0,1,0,0,0,0
"Without sweat, there is no victory. Look up to the stars; its forever or never.",97k,192,0,0,0,0,0,0,0,0,0,0,0,0,0
"Today was a good Day. 
Jason Day, world number one. 1⃣",57k,92,0,0,0,0,0,0,0,0,1,0,0,0,0
Kanye West and @adidasoriginals: A preview of whats to come... #YEEZYBOOST #adidasOriginals,80k,844,0,0,0,0,0,0,0,0,1,0,0,0,0
"Today adidas long-term partner Kanye West presented a collection as a designer in his own right.

By including the #YEEZYBOOST and Ultraboost, Kanye gives an exclusive preview of what’s to come. 
Congratulations, Mr. West!",74k,1064,0,0,2,0,0,0,0,0,2,0,0,0,0
A true champion from the ground up.,92k,401,0,0,0,0,0,0,0,0,0,0,0,0,0
From your first serve to your final victory. Leave your mark on the game.,72k,103,0,0,0,0,0,0,0,0,0,0,0,0,0
Seize the moment when they least expect it. @flaviapennetta_ is the 2015 U.S. Open champion.,77k,190,0,0,1,0,0,0,0,1,0,0,0,0,0
Records belong in the history books. Next year is all that matters.,86k,177,0,0,0,0,0,0,0,0,0,0,0,0,0
"Reaching new heights. @sashadigiulian and @carlotraversi successfully climbed Magic Mushroom, one of the toughest routes on the Eiger North Face. #livewithoutlimits
📷: Frank Kretschmann",100k,196,0,1,0,0,0,0,1,1,1,1,0,0,0
Awarded best in Europe. Undoubtedly best in the World. Surely the greatest ever.,122k,1050,0,0,0,0,1,0,0,0,0,0,0,0,0
"Legends are made on the ultimate stage. adidas Finale 15, the official match ball of the UEFA Champions League. #UCL",91k,329,0,0,0,0,0,0,0,3,0,0,0,0,0
"Set a world record. Win Olympic Gold. Create a legacy. @rudisha800m, 800m World Champion. #boostbeijing #beijing2015",68k,172,0,0,0,0,0,1,0,1,0,0,0,0,0
"Catch her if you can. In only her 3rd year as a professional sprinter, @frentorish dominated the 100m heats and has now set her sights on the podium of the #Beijing2015 World Champs.
#BoostBeijing",76k,109,0,0,0,0,0,0,0,3,0,0,0,0,0
"2 years of waiting. 2 years of dreaming. 
2 years for this. 
@jessicaennishill makes her comeback by claiming gold in #beijing2015. 
#boostbeijing",87k,132,0,0,0,0,0,1,0,0,1,0,0,0,0
"#YEEZYBOOST 350 by Kanye West. 
Back in black, August 22nd, at select retailers and adidas.com/kanye",138k,4123,0,0,0,0,0,0,0,1,1,0,0,0,0
"From the city to the sky, #owntheroad.
London cycling collective @the5thfloor dominate the Dolomites in 3 stripes.",98k,207,0,0,1,0,0,0,0,0,0,0,0,0,0
"Rise higher, run harder.
No matter how you’re working out, #solarboost leads with peak performance.",82k,173,0,0,0,0,0,0,0,0,0,0,0,0,0
"United by passion.
A new era begins at Old Trafford.
Lets make history.
#BeTheDifference",107k,222,0,0,0,0,0,0,0,1,0,0,1,0,0
"Creators never stop.
@adidashoops #DRose6
Coming soon.",99k,1142,0,0,0,0,0,1,0,0,0,0,0,0,0
"Break expectations.
The 2015/16 @manchesterunited home kit.
#BeTheDifference",105k,645,0,0,0,0,0,0,0,1,0,0,0,0,0
"Break expectations.
@ManchesterUnited wear 3 stripes.
#BeTheDifference",104k,1384,0,0,0,0,0,0,0,0,0,0,0,0,0
The perfect match. #barricade x Novak. #impactthegame,88k,312,0,0,1,0,0,0,0,0,0,0,0,0,0
Overcome the next hurdle in your life. Even if it hurts. #livewithoutlimits #terrex,99k,266,0,0,0,0,0,1,0,0,0,0,0,0,0
"Collaboration and innovation creates progress. We present a concept shoe born from ocean plastic waste - from the sea to the street in six days.
Today we are proud to showcase the future and announce adidas as a founding partner of @parley.tv",100k,807,0,0,0,0,0,0,0,0,0,0,0,0,0
"It’s Yeezy season.
Kanye West celebrates the launch of #YEEZYBOOST 350 at the adidas Originals Store, London.
#originalslondon",103k,921,0,0,1,0,0,0,0,1,2,0,0,0,0
"The greatest running shoe ever, reimagined. This weeks #kickoftheweek: @adidasRunning #UltraBoost Collective by @KRIS_VAN_ASSCHE. Adaptive #Primeknit upper. Full-length #Boost sole. Classically refined Argyle. Launching in limited quantities June 25th.",83k,670,0,0,0,0,0,0,0,2,0,0,0,0,0
"From one generation to the next, skateboarding still #needsnotranslation. @adidasSkateboarding @dennisbusenitz2",74k,108,0,0,0,0,0,0,0,0,1,0,0,0,0
"Playful, yet classically refined. Cutting-edge performance perfectly matched with timeless aesthetic. Presenting the @adidasRunning #UltraBoost Collective by Kris Van Assche. Launching June 25th.",87k,265,0,0,0,0,0,0,0,0,1,0,0,0,0
Constructed from a single-piece #Primeknit upper. #YEEZYBOOST 350 drops worldwide June 27th.,128k,2602,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spend less time making playlists and more time on the road. #adidasgo connects with @Spotify so when you speed up, so does your music. Follow @adidasRunning for all the info.",78k,116,0,0,0,0,0,0,0,0,1,0,0,0,0
"Introducing conext15 Final Vancouver, the official match ball for the Women‘s World Cup final 2015. #BeTheDifference #FIFAWWC",117k,267,0,0,0,0,0,1,0,0,0,0,0,0,0
Unplug from the city. Take the @adidasRunning #UltraBoost from the streets to the sights and show us where you #boostyourrun.,91k,177,0,0,0,0,0,0,0,1,0,0,0,0,0
#Livewithoutlimits on the road less traveled. @adidasOutdoor will show you the way. Captured by @swahlhuetter.,92k,447,0,0,0,0,0,0,0,2,0,0,0,0,0
Lift off. See you in the semis. @tsongaofficiel #RG15 #ImpactTheGame @adidasTennis @adidasy3,87k,114,0,0,0,1,0,1,0,0,0,0,0,0,0
White heat hits the street with this week’s #kickoftheweek: all white @adidasRunning #UltraBoost. #adidas creative director Dirk Schönberger gives the world’s greatest running shoe a fresh new look with an all white #Primeknit weave upper. The summer’s hottest shoe drops worldwide June 6th.,75k,287,0,0,0,0,0,1,0,0,1,0,0,0,0
Savage game. @adidasfballus @SnoopDogg #SnoopCleat. Available now at adidas.com.,102k,806,0,0,0,0,0,0,0,1,0,0,0,0,0
"Were putting a foot down for equality. Introducing the @adidasOriginals Pride Pack #StanSmith. More than a celebration but an effort to empower the LGBT community, weve partnered with New Avenues for Youth to donate a portion of the proceeds. Available June 6th at select locations worldwide.",122k,1292,0,0,0,0,0,0,0,2,0,0,0,0,0
"Hike up. Bike down.
Fly high this weekend with @adidasOutdoor and #livewithoutlimits. Captured by Ale Di Lullo.",85k,161,0,0,0,0,0,0,0,2,1,0,0,0,0
"The sun rises in Berlin, the city that plays host to the #UCL final. Head to @adidasFootball to see where the football revolution has landed in your city. #ACE15 #BeTheDifference",94k,345,0,0,1,0,0,1,0,1,0,0,0,0,0
"So fly. Kanye West on point in all white @adidasRunning #UltraBoost. 
Captured by @xxtals",83k,393,0,0,0,0,0,1,0,0,1,0,0,0,0
Hell never walk alone. @StevenGerrard will wear a commemorative @adidasFootball #PredatorInstinct in his last home game as a red.,114k,518,0,0,0,0,0,0,0,0,0,0,0,0,0
Even the highest of goals are within your reach. Take it. @adidasOutdoor,79k,258,0,0,0,0,0,0,0,0,0,0,0,0,0
The Force is strong with this weeks #kickoftheweek: @adidasOriginals #miZXFLUX @StarWars edition. Download the app to build your own empire now.,86k,2308,0,0,0,0,0,0,0,0,0,0,0,0,0
"Let the music listen to you. We connected with @Spotify to create #adidasgo, the first running app that intuitively syncs music with your pace. Follow @adidasRunning for more info.",71k,148,0,0,0,0,0,0,0,0,0,0,0,0,0
"Welcome to Instagram, @DavidBeckham. Football’s original superstar.",114k,450,0,0,0,0,0,0,0,1,1,0,0,0,0
Want to hang out this weekend? Swing over to @adidasOutdoor to find a peak and send your heart rate climbing.,70k,206,0,0,0,0,0,0,0,0,0,0,0,0,0
"This is just the beginning. Congrats @22Wiggins, NBA Kia Rookie of the Year. @adidasHoops #KiaROY #teamadidas",60k,135,0,0,0,0,0,1,0,1,1,0,0,0,0
The most empowering thing you can give a #Superstar is the freedom of expression. This weeks #kickoftheweek: @adidasOriginals #Supercolor. 50 colours. 50 choices. Dropping March 27th worldwide in stores and online at adidas.com/supercolor.,117k,5964,0,0,0,0,0,1,0,0,0,0,0,0,0
Beautiful back bends from @norsoraya helping us ease into the week ahead. @adidasWomen #3StripeStyle,70k,230,0,0,0,0,0,0,0,1,0,0,0,0,0
Charge your weekend with endless energy. #boostyourrun @adidasRunning,74k,153,0,0,0,0,0,0,0,0,0,0,0,0,0
"#openallwinter contest winner @BryceWenker and four of his friends joined @adidasOutdoor for an incredible trip through Canada to enjoy heliskiing, paragliding, skiing, snowboarding and bobsledding. Who would like to switch places with these guys? Photo: @ladzinski",74k,146,0,0,1,0,0,0,0,0,0,0,0,0,0
"When you go from the streets to being the greatest ever, #therewillbehaters. Introducing @LeoMessis new boots, the @adidasFootball #PibeDeBarr10. Available March 19th at adidas.com/messi 🏆🔟🏆",83k,540,0,0,0,0,0,0,0,1,0,0,0,0,0
"Lightweight layers perfect for spring. The new @adidasWomen #adidasStellaSport collection designed under the creative direction of @StellaMcCartney, featuring all-over prints and bright colour pops. Available now at adidas.com/stellasport",54k,310,0,0,0,0,0,0,0,1,0,0,0,0,0
"This weeks #kickoftheweek: @adidasOriginals #ZXFLUX Slip On. The ultimate minimalist member of the ZX family, these kicks come with increased comfort and a slick laceless design fit for men and women. Dropping with the I Want I Can pack worldwide in stores and online at adidas.com/zxflux March 15th.",73k,933,0,0,0,0,0,0,0,0,1,0,0,0,0
"Step up your sidewalk status in this weeks #kickoftheweek: @adidasOriginals Superstar Camo Pack. Dotted with camouflage patterns around the iconic shell-toe, each colourway in this new #Superstar pack brings the shoes street roots to the forefront of urban style. See them all and get your pair at adidas.com/superstar.",79k,847,0,0,0,0,0,0,0,0,0,0,0,0,0
Leave them chasing shadows. The @adidasFootball black pack. Available now at adidas.com/football. #therewillbehaters,98k,2116,0,0,0,0,0,0,0,0,0,0,0,0,0
50 colors. 50 choices. There is an @adidasOriginals #Superstar #Supercolor for everyone. Take your pick in March.,111k,4059,0,0,0,0,0,0,0,0,1,0,0,0,0
Give them something to talk about. @adidasFootball #F50 #therewillbehaters,92k,868,0,0,0,0,0,1,0,0,0,0,0,0,0
"Speed pays. @twaynes, @dorsett4 and @kevwhite_11 won $100k from @adidasfballus for having the three fastest 40’s by #teamadidas athletes.",60k,157,0,0,0,0,0,1,0,1,0,0,0,0,0
"This weeks #kickoftheweek: @adidasOriginals by @RitaOra Super Pack #Superstar. A pop art-inspired remix of a street staple, dropping in stores and online March 1st.",80k,981,0,0,0,0,0,0,0,0,0,0,0,0,0
You cant beat the wall. Introducing the @adidasTennis Saksaywaman’ #Barricade. The first in the Wall Pack series.,86k,1427,0,0,0,0,0,0,0,2,0,0,0,0,0
"This weeks #kickoftheweek: @adidasOriginals #ZXFLUX NPS. With a Hawaiian flower print on the clean, neoprene upper, rounded out with a contrast white heel cage, you can go tropical anywhere, anytime. Available worldwide now in stores and online at adidas.com/zxflux.",76k,729,0,0,0,0,0,1,1,0,0,0,0,0,0
"NYC? Check. Where to next? 
#teamadidas @adidasHoops @adidasOriginals
Shout out to @1st, @lastsuspect, @wrongrob and @humzadeas for capturing the spirit of adidas and NBA All-Star 2015 in the Big Apple.",79k,327,0,0,0,0,0,0,0,6,0,0,0,0,0
"Ice cold energy on the streets of NYC. @adidasRunning BOOST technology delivers whatever the weather. #ultraboost 
Photo by @1st",86k,839,0,0,0,0,0,1,0,2,0,0,0,0,0
"#Boost family. @adidasHoops rising stars @daanteee, @shabazzmuhammad15 and #BBVACompassRisingStars MVP @22wiggins spent the day with fans at our store in NYC. #NBAAllStarNYC Photo by @lastsuspect",66k,143,0,0,1,0,0,0,0,3,1,0,0,0,0
YEEZY confirmed. YEEZY delivered. Kanye West surprised a few lucky fans who came to pick up their pairs of #YEEZYBOOST at our store in NYC. A beautiful moment captured by @wrongrob.,79k,1144,0,0,0,0,0,0,0,2,1,0,0,0,0
Three stripes. Two legends. One city. The #Superstar 80s by Gonz in NYC. Photo by @lastsuspect,61k,125,0,1,1,0,0,0,0,0,0,0,0,0,0
Yesterday is gone. Today is up for grabs. Do something and be remembered. Take it.,87k,521,0,0,0,0,0,0,0,0,0,0,0,0,0
"Our takeover continues. #YEEZYBOOST 
Photo by @wrongrob",76k,242,0,0,0,0,0,0,0,1,0,0,0,0,0
"Our NYC takeover continues with #YEEZYBOOST, dropping exclusively during Fashion Week on February 14th. Keep it tuned to @adidasOriginals for more details and global release info.",87k,2812,1,0,0,0,0,0,0,1,0,0,0,0,0
KANYE WEST #yeezyboost,69k,366,0,0,0,0,0,0,0,0,0,0,0,0,0
"Inspired by the world of pop art and Technicolor comic strips, the @adidasOriginals by @RitaOra Super Pack launches March 1st.",79k,608,0,0,0,0,0,0,0,0,1,0,0,0,0
"Run the fastest 40 in the lightest cleat ever, win a Porsche® 911® Carrera® sports car from @adidasfballus. #UNCAGED #teamadidas #PorscheDriving",91k,1004,0,0,0,0,0,0,0,2,1,0,0,0,0
They hate the way you celebrate. #therewillbehaters,99k,1192,0,0,0,0,0,0,0,0,0,0,0,0,0
"A truly historical moment for @adidasOutdoor and sports enthusiasts around the world. Congrats to @kjorgeson and @tommycaldwell, who celebrate being the first in the world to free-climb El Capitans #DawnWall. Thanks to @coreyrichproductions for capturing this incredible moment. #adidasOutdoor",65k,239,0,0,0,0,0,0,1,2,1,0,0,0,0
"It’s Dame Time. The @adidasHoops #DLillard1, built for one of the most clutch players in the game. Available Feb. 6th.",62k,438,0,0,0,0,0,0,0,0,0,0,0,0,0
"The greater the challenge, the greater the reward. Race to the top with @adidasRunning, capture the view and tag #boostyourrun.",58k,109,0,0,0,0,0,0,0,0,0,0,0,0,0
Superstar is not what you think it is. Watch the film at youtube.com/adidasoriginals. #OriginalSuperstar,61k,420,0,0,1,0,0,1,0,0,0,0,0,0,0
#OriginalSuperstar. Tomorrow.,79k,330,0,0,0,0,0,1,0,0,0,0,0,0,0
"Congrats to Slovakias Juraj Manduch, who posted this beautiful picture of Piz Bernina in Switzerland to claim this weeks #openallwinter competition. Time is running out so share your best winter action shots for your chance to win a 10-day road trip to Canada for you and four friends! Follow @adidasOutdoor for inspiration and visit adidas.com/openallwinter for all the details.",69k,123,0,0,2,0,0,0,0,2,0,0,0,0,0
"Trends come and go, but there’s nothing quite like a classic. This weeks #kickoftheweek: @adidasOriginals Superstar 2. Originally built for the courts, the #Superstar has become a street style staple for the ages. In stores and online worldwide now at adidas.com/superstar.",69k,573,0,0,1,0,0,0,0,1,0,0,0,0,0
"The new year brings new challenges. Follow @adidasRunning to join the energy running movement and discover a series of #boostyourrun challenges. Challenge 1 starts now, so race to the top and claim your territory in 2015.",74k,164,0,0,0,0,0,0,0,0,0,0,0,0,0
Lighter. Louder. Faster. The top high school football players in America are faster than ever in the new @adidasfballus #ArmyBowl #Mantraflage adizero 5-Star 4.0 x KEVLAR. #teamadidas,87k,570,0,0,2,0,0,0,0,0,0,0,0,0,0
"Run your resolution. Race to the top with @adidasRunning and claim your territory in 2015. #boostyourrun 
adidas.com/boost",66k,101,0,0,0,0,0,1,0,0,0,0,0,0,0
Finish as you mean to go on. Prepare for energy running in 2015. #boostyourrun,62k,84,0,0,0,0,0,0,0,0,0,0,0,0,0
The first step to next years greatness. Unlock your potential. #boost,69k,204,0,0,0,0,0,0,0,0,0,0,0,0,0
"It’s time to return to the wild. Inspired by the Amazon River, the new @adidasOriginals by @adorofarm collection drops Jan. 1st.",61k,395,0,0,0,0,0,0,0,1,0,0,0,0,0
Failure will never overtake if the determination to succeed is strong enough. Youve got this. @adidasRunning #springblade adidas.com/springblade,67k,425,0,0,0,0,0,0,0,0,0,0,0,0,0
"Freezing cold, brutal winds and pounding snow are no match for Cory Tarilton, who snapped this stunning pic to claim this weeks #openallwinter competition. Challenge the outdoors and share your winter pics on Instagram and Twitter for your chance to win. Head to @adidasOutdoor for inspiration and visit adidas.com/openallwinter for all the details.",58k,90,0,0,0,0,0,0,0,1,2,0,0,0,0
#Boost technology hits the slopes. Innovation from street to powder. @adidasSnowboarding #EnergyBoost – available now. #openallwinter,58k,233,0,0,0,0,0,0,0,0,1,0,0,0,0
"Winter isnt an excuse. Ignite your cold-weather training with #Climaheat, a new level of warmth in performance apparel and footwear. adidas.com/climaheat 
#openallwinter",67k,254,0,0,0,0,0,0,0,0,0,0,0,0,0
@Pharrell Williams and @GwenStefani celebrated the launch of the latest #Pharrell x @adidasOriginals collab and spread the message of equality last night in L.A. See the full collection now at adidas.com/pharrell,69k,253,0,0,1,0,0,0,0,0,3,0,0,0,0
The first day of December calls for @adidasWomen by @StellaMcCartney-clad workouts. Find your #aSMC look at adidas.com/stellamccartney,48k,128,0,0,0,0,0,0,0,1,0,0,0,0,0
The @adidasOriginals = @Pharrell Williams Polka Dot Small pack is available worldwide in stores and online now at adidas.com/pharrellwilliams,51k,513,0,0,0,0,0,0,0,0,1,0,0,0,0
"It`s time to give you our weekly winner of the #openallwinter competition. This week, our congrats go to @coberschneider for this incredible backcountry skiing pic. Amazing stuff! Head over to @adidasOutdoor for more inspiration and keep your submissions rolling in on Instagram and Twitter!",60k,171,0,0,0,0,0,0,0,1,1,0,0,0,0
"Every legend has a beginning. Meet @LeoMessis #mirosar10, inspired by his roots, set to break a record with every goal.",70k,280,0,0,0,0,0,1,0,0,0,0,0,0,0
"The @adidasOriginals = @Pharrell Williams ‘Polka Dot Small’ pack, featuring the Superstar Track Jacket (pictured) and a #StanSmith sneaker, drops worldwide November 28. Get the look in stores and online at adidas.com/pharrell",48k,254,0,0,0,0,0,0,0,1,3,0,0,0,0
