caption,n_likes_1000,n_comments,event,fac,gpe,law,loc,money,norp,org,person,product,work_of_art,personal_quote,quote
"An undersized QB shouldnt play so big. Running backs shouldnt look for contact. Fifth-round corners shouldnt be shut down corners. The defense shouldnt be the star of the show. Head coaches shouldnt coach like theyre still in college. A team with no rings, from the Pacific Northwest, shouldnt win.

Shouldnt.

#justdoit",186k,1219,0,0,0,0,0,0,0,2,0,0,0,0,0
You did everything you could. Now do everything you can. #justdoit,204k,1202,0,0,0,0,0,0,0,0,0,0,0,0,0
6 a.m. Board Meeting. #justdoit,129k,440,0,0,0,0,0,0,0,0,1,0,0,0,0
¡Vamos! #justdoit,129k,980,0,0,0,0,0,0,0,0,0,0,0,0,0
"There are always detours, but never shortcuts. #justdoit

Li Na leaves Australia with a title, a trophy and a legend that keeps growing.",102k,1464,0,0,1,0,0,0,0,0,1,0,0,0,0
"All you have to worry about is how far you’re going to run. #justdoit

@gomofarah leads the way in the lighter, stronger #Flyknit Lunar2 from @nikerunning.",176k,857,0,0,1,0,0,0,0,0,1,0,0,0,0
Finish the season on your terms. #justdoit,175k,3014,0,0,0,0,0,0,0,0,0,0,0,0,0
"If the pool gets crowded, find a bigger one. #justdoit",173k,1050,0,0,0,0,0,0,0,0,0,0,0,0,0
"If you want to play the game everywhere, play it anywhere. #justdoit

In Mumbai, not much gets in the way of cricket. If youre not letting anything stop you, tag your photos with #justdoit and you could be featured on our Instagram channel. Your move.

खेलना हैं हर जगह तो खेलो कहीं भी #justdoit",133k,479,0,0,1,0,0,0,0,1,0,0,0,0,0
Todays resolution: find a new half-pipe. #justdoit,158k,726,0,0,0,0,0,0,0,0,0,0,0,0,0
Every wave is yours when youre the last one out. #justdoit,174k,848,0,0,0,0,0,0,0,0,0,0,0,0,0
"Todays resolution: finish decorating. #justdoit

From the practice field to the podium, follow @usnikefootball for an all-access pass in Pasadena.",148k,868,0,0,1,0,0,0,0,0,0,0,0,0,0
Complaining about Mondays was so last year. #justdoit,131k,579,0,0,0,0,0,0,0,0,0,0,0,0,0
Todays resolution: take the stairs. #justdoit,141k,396,0,0,0,0,0,0,0,0,0,0,0,0,0
Day 2/365. #justdoit,186k,795,0,0,0,0,0,0,0,0,0,0,0,0,0
":
Resolutions are not supposed to last a month. 
They aren’t supposed to be recycled. 
They aren’t supposed to be forgotten. 
They aren’t supposed to be a lie you tell yourself year after year.

Resolutions are meant to be kept. 
Theyre meant to stick.
Theyre meant to change you.
Theyre meant to make you better than you were last year;

And better than last year starts by being better than yesterday.

This year, don’t make a resolution.
Make 365. 
#justdoit",183k,804,0,0,0,0,0,0,0,0,0,0,0,0,0
The greatest resolutions are the ones you keep. #justdoit,141k,501,0,0,0,0,0,0,0,0,0,0,0,0,0
"Obstacles are like defenders; get around them.

@laptev_kirill shows us how to #justdoit. If youre getting the best of winter, tag your photos with #justdoit and you could be featured on our Instagram channel. Your move.

Отговорки - это те же защитники. Их нужно просто обвести.

@laptev_kirill показал миру, что значит #PlayRussian. Если вы тоже знаете, как покорить зиму, выкладывайте фотографии с хэштегом #PlayRussian и получите возможность оказаться в нашем канале. Ваш ход.",167k,932,0,0,0,0,0,0,0,1,1,0,0,0,0
"Theres never enough time in the day, so make the most of the longest night of the year. #justdoit

Pledge your Nike+ activity on 12/21 to one of 10 programs that are helping to get kids active. Find out how at gonike.me/1221",159k,702,0,0,0,0,0,0,0,1,0,0,1,0,0
"Shed some light. Shred some powder.

Brighten up the mountain this season in the Nike LunarENDOR QS from @nikesnowboarding. #justdoit",129k,764,0,0,0,0,0,0,0,2,0,0,0,0,0
"🎵I got my city right behind me, if I fall, they got me.🎵 - @Macklemore

When you’ve been on tour for a year, finishing with as much energy as you started with isn’t easy – unless you’re in your hometown.

Tonight, Seattle welcomes Macklemore with open arms for his third show in as many days. Think he’s tired? You’re right. But that won’t stop him from getting 6k #NikeFuel and putting on for the city that raised him in the process. #justdoit",115k,364,0,0,1,0,0,0,0,1,0,0,0,0,0
"Put your own spin on it. #justdoit

Caption this photo. Then find out what Wayne Rooney and Rory McIlroy were really up to on the fairway: go.nike.com/OrdemGolf",98k,317,0,0,0,0,0,0,0,0,3,0,0,0,0
The temperature in the end zone is perfect.,129k,643,0,0,0,0,0,0,0,0,0,0,0,0,0
"The best athletes dont just overcome the elements, they embrace them.

If youre getting the best of winter, tag your photos with #justdoit and you could be featured on our Instagram channel.",179k,1083,0,0,0,0,0,0,0,1,0,0,0,0,0
The snow slows down traffic. Not @juliamancuso. #justdoit,103k,253,0,0,0,0,0,0,0,1,0,0,0,0,0
No lift.,162k,886,0,0,0,0,0,0,0,0,0,0,0,0,0
No line.,127k,672,0,0,0,0,0,0,0,0,0,0,0,0,0
"No lodge. #justdoit

@scottylago shows us what #justdoit looks like from his perspective. If youre getting the best of winter, tag your photos with #justdoit and you could be featured on our Instagram channel. Your move.",102k,171,0,0,0,0,0,0,0,3,0,0,0,0,0
"We see the shoe the same way Kobe sees the game: Differently. 
The Kobe 9 Elite Masterpiece is the first shoe built for the hardwood featuring Nike Flyknit, providing @kobebryant with the flexibility and support he needs to continue turning doubters into believers. Follow @nikebasketball for all the details. Available 2.8.",177k,3958,0,0,0,1,0,0,0,1,2,0,0,0,0
"When the world is watching; Stand out. #justdoit

The host country will be ready to entertain the world in the all new 2014 Brasilian National Team kit.

Quando o mundo está assistindo; chame a responsabilidade. #ouseserbrasileiro

O país sede está pronto para receber o mundo, vestindo o novo uniforme da seleção brasileira de 2014.",144k,490,0,0,0,0,0,0,1,1,2,0,0,0,0
"A better you is always worth chasing.

@roco_runs shows us how they #justdoit as they train for a marathon. If youre taking it to the next level, tag your photos with #justdoit and you could be featured on our Instagram channel. Your move.",115k,266,0,0,0,0,0,0,0,1,0,0,0,0,0
"@ShawnJohnson already got her gold, now shes after the Double Threat Trophy: Two workout sessions in one day.

Think you can keep up with a medalist? Join the challenge at Nike.com/nikefuel",104k,491,0,0,0,0,0,0,0,2,0,0,0,0,0
"Outrun the weather.

Tackle whatever winter throws your way in the Nike Zoom Wildhorse GTX from @nikerunning, featuring Gore-Tex® that will keep you dry when the trails turn soft.",132k,507,0,0,1,0,0,0,0,0,1,0,0,0,0
Running will take you anywhere you let it. #justdoit,179k,1229,0,0,0,0,0,0,0,0,0,0,0,0,0
"The elements can be an excuse to stop, or a reason to keep going.

You told us your dream run. You logged the kms to get there. We made it happen. This past weekend, @NikeRunning conquered the extraordinary terrain of Iceland on foot. Check out their profile for the entire journey.",105k,287,0,0,1,0,0,0,0,0,0,0,0,0,0
"It starts when no ones watching. Make it end when everyone is. #justdoit

@nikebasketball is back on campus.",127k,314,0,0,0,0,0,0,0,0,0,0,0,0,0
Another case of the Mondays. #justdoit,121k,403,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sometimes a team inspires a city. Sometimes a city inspires a team. #justdoit

Boston rings up World Series No.8.",107k,601,1,0,1,0,0,0,0,1,0,0,0,0,0
"Collect your second. Play like youre still chasing your first. 
@KingJames began another run for the ring tonight in his new LeBron 11s from @nikebasketball.",132k,1199,0,1,0,0,0,0,0,0,0,0,0,0,0
"Theres only one receiver whos always open.

@usnikefootball has Calvin Johnson covered. The defense? Thats another story.",105k,636,0,0,0,0,0,0,0,0,1,0,0,0,0
"No gym. No trainer. No excuse. #justdoit

@nikewomen gets the weekend started the only way they know how.",108k,561,0,0,0,0,0,0,0,0,0,0,0,0,0
"You can never perfect your art. That doesnt mean you shouldnt try.

@jdscigano steps into The Octagon on Saturday with one goal: Bring the belt back to Brasil. #justdoit

Você nunca atinge a perfeição. Mas isso não significa que você não deveria tentar.

@jdscigano pisa no octogono nesse Sábado com um objetivo: trazer o cinturão para o Brasil. #justdoit.",80k,310,0,0,2,0,0,0,0,4,3,0,0,0,0
"You can be an athlete, or you can be a better one.

The new Nike+ #FuelBandSE measures how much, how often and how intensely you move, so you can move better.",94k,451,0,0,0,0,0,0,0,1,0,0,0,0,0
"The voice that tells you to give more is louder than the voice that tells you to give up. #justdoit

Introducing @nikewomen. Push yourself in style.",125k,1268,0,0,0,0,0,0,0,1,0,0,0,0,0
"Sometimes the biggest victories happen off the field.

@usnikefootball is proud to team up with the @NFL in support of Breast Cancer Awareness this month. #BCA",132k,712,0,0,0,0,0,0,0,2,0,0,0,0,0
Its not enough to make it to October. #justdoit,86k,693,0,0,0,0,0,0,0,0,0,0,0,0,0
"Push your limits until there arent any.

@hanna_backstrom showed us how to #justdoit. If youre taking it to the next level, tag your photos with #justdoit and you might find yourself featured on our instagram channel. Your move.",107k,645,0,0,0,0,0,0,0,0,0,0,0,0,0
"Theres only one way down. #justdoit

Catch Part 1 of @nikesnowboardings &quot;Never Not&quot; movie, today on YouTube.",108k,438,0,0,0,0,0,0,0,2,1,0,0,0,0
"If youre looking for a new route, make your own. 
The Nike Free #Hyperfeel Run Trail was inspired by the rugged landscape of Eastern Oregon, the home of our co-founder Bill Bowerman, and was built to move with the natural terrain, adapting and deflecting the elements so you can tackle the toughest trails.",90k,349,0,0,0,0,1,0,0,1,1,0,0,0,0
"You dont need a reason.
You just need a road.
#justdoit",116k,728,0,0,0,0,0,0,0,0,0,0,0,0,0
"Make your next run your best run.

The @nikerunning Free #hyperfeel is engineered to move with your foot so you can move better.",90k,419,0,0,0,0,0,0,0,1,0,0,0,0,0
"No pep talk necessary. #justdoit

Follow the game through a different lens. Follow @nikefootball.",102k,722,0,0,0,0,0,0,0,0,0,0,0,0,0
"The harder the road, the softer the silver. #justdoit",112k,1145,0,0,0,0,0,0,0,0,0,0,0,0,0
Bring an extra bag for the trophy. #justdoit,95k,651,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominance is never satisfied. #justdoit,99k,1080,0,0,0,0,0,0,0,0,0,0,0,0,0
"If you can get to the top of a hill, get to the top of a mountain. #justdoit

If youre taking it to the next level, tag your photos with #justdoit and you might find yourself featured on our Instagram channel. Your move.",96k,444,0,0,0,0,0,0,0,1,0,0,0,0,0
"Theres always another level. You just have to find it. 
@canlucatutis showed us how to #justdoit. If youre taking your game to the next level, tag your photos with #justdoit and you might find yourself featured on our instagram channel. Your move.",97k,305,0,0,0,0,0,0,0,0,1,0,0,0,0
Engineered to the exact specifications of championship athletes. #techpack,93k,593,0,0,0,0,0,0,0,0,0,0,0,0,0
@_gabrielflores got a jump on the day and doubled the average. Now its your turn. #6kcounts,97k,410,0,0,0,0,0,1,0,0,0,0,0,0,0
Sunday-Runday. #FreeFlyknit,119k,1268,0,0,0,0,0,0,0,0,0,0,0,0,0
"Why ride when you can fly?

@nigelsylvester turns the NYC underground into his summer playground. 
#Regram  @13thwitness.",86k,286,0,0,0,0,0,0,0,1,2,0,0,0,0
Nou Era. New Breed.,120k,1228,0,0,1,0,0,0,0,0,0,0,0,0,0
"Revolutionary runs start with a single thread. 
Time to fly in the #FreeFlyknit from @NikeRunning.",134k,1892,0,0,1,0,0,0,0,0,0,0,0,0,0
Forget vacation. #summerisserious,88k,385,0,0,0,0,0,0,0,0,0,0,0,0,0
"Innovation is the antidote to limits.

Introducing the Nike #FreeFlyknit. Designed for super natural performance with revolutionary second-skin fit.",171k,4183,0,0,0,0,0,0,0,1,0,0,0,0,0
"The world is full of incredible places. Let the run take you there.

From @nikerunnings #projectrunfree this weekend.",88k,426,0,0,0,0,0,0,0,1,0,0,0,0,0
Its summer in the city. Dont waste it. #makeitcount,80k,329,0,0,0,0,0,0,0,0,0,0,0,0,0
Races start long before theyre ran. #lunarglide,145k,2074,0,0,0,0,0,0,0,0,0,0,0,0,0
and so it begins.,107k,1362,0,0,0,0,0,0,0,0,0,0,0,0,0
"A história não se escreve sozinha.
History doesnt write itself.",86k,533,0,0,0,0,0,0,0,0,0,0,0,0,0
You dont get here by playing it safe. #Federer,109k,999,0,0,0,0,0,0,0,1,0,0,0,0,0
"Legends speak the same language.

@r10oficial and @kobebryant share a laugh from the bench as they watch the future of futebol in Rio.",173k,1722,0,0,1,0,0,0,0,1,0,0,0,0,0
"Natural environment. Supernatural tricks.

Always an exhilarating sight in the concrete jungle, @prod84 rips through a beastly switch hardflip in honor of international #goskateboardingday.",59k,190,0,0,0,0,0,0,0,0,0,0,0,0,0
"Command the clay.
Leave your legacy.
#noexcuses",85k,996,0,0,0,0,0,0,0,0,0,0,0,0,0
"Demand perfection.
Display dominance.
#noexcuses.",68k,614,0,0,0,0,0,0,0,0,0,0,0,0,0
Classic trails still need blazing.,80k,390,0,0,0,0,0,0,0,0,0,1,0,0,0
"Put your spin on your shoes and more on your serve. 
Made for clay, Maria moves on in her custom Zoom Vapor 9 Tour from NIKEiD. #noexcuses",56k,320,0,0,0,0,0,1,0,0,1,0,0,0,0
#Hypervenom: Nothing friendly about it.,78k,657,0,0,0,0,0,0,0,0,1,0,0,0,0
"&quot;I dont just go out there and run. I like to give people watching something exciting.&quot;
-Steve Prefontaine",81k,426,0,0,0,0,0,0,0,0,0,0,0,0,0
Warning: @Njunior11 has a new advantage. Consider yourself warned. #Hypervenom,90k,914,0,0,0,0,0,0,0,0,1,0,0,0,0
Find a new route to the top. Show us how you #runfree this weekend with @nikerunning.,59k,308,0,0,1,0,0,0,0,0,0,0,0,0,0
Watch the sun rise. Watch your game do the same. #WHPsilhouettes,61k,471,0,0,0,0,0,0,0,0,0,0,0,0,0
"We Run DC.

Morning run w/ @nikerunning.",65k,431,0,0,1,0,0,0,0,0,0,0,0,0,0
"12 weeks of training. 13.1 miles to go.

Commemorate the journey to Sundays finishline with the Nike Free 5.0+ DC. #werundc",91k,1692,0,0,0,0,0,0,0,0,0,0,0,0,0
"Train like somebodys trying to take your title belt.
@JonnyBones prepares for the Octagon in his new &quot;Bones Jones&quot; Free Trainer
5.0.",71k,603,0,1,0,0,0,0,0,1,0,0,0,0,0
"Run over the rules. 
Reroute your run and show us how you #runfree.",84k,725,0,0,0,0,0,0,0,0,0,0,0,0,0
Every pennant starts with a pitch. Aim for October.,49k,482,0,0,0,0,0,0,0,0,0,0,0,0,0
"The tougher the run, the better the view.

Take your running to places its never been in the latest from @nikerunning: the #NikeFree 5.0.",69k,687,0,0,0,0,0,0,0,1,0,0,0,0,0
"Back for seconds.

@EricKoston put on in this limited edition colorway of his newest @nikesb signature shoe, the Koston 2, at the Tampa Pro. #thelegendgrows",62k,617,0,0,0,0,0,0,0,1,0,0,0,0,0
Green is the color of go. Get going with @nikerunning.,69k,388,0,0,1,0,0,0,0,0,0,0,0,0,0
You dont have to be a super hero to fly. #getlacedup with @nikesnowboarding.,67k,428,0,0,0,0,0,0,0,1,0,0,0,0,0
Dont duck the competition. Prove your moves with the Nike+ FuelBand. Learn how to earn NikeFuel for your school here: youtube.com/nike,74k,1121,0,0,0,0,0,0,0,0,0,1,0,0,0
"The day doesnt end when the sun sets.

Youve got one less hour to get to green today. Get out and show us what youre doing. #sxswcounts
#sxsw",45k,361,0,0,0,0,0,1,0,0,0,0,0,0,0
Its the year of the snake. Strike like a Mamba in the Kobe 8 System. @nikebasketball,88k,1103,0,0,0,0,0,0,0,0,0,0,0,0,0
Soon the snow heads south. Get it in while the gettings good. #getlacedup with @nikesnowboarding,50k,290,0,0,0,0,0,0,0,1,0,0,0,0,0
We close out our community celebration by going back to the beginning. A little over two years ago. A little over 6 million photos tagged #Nike. Someone had to be the first. Thank you @seb for starting it off. Thank you to our entire Instagram community for keeping it going. Together we push ahead. (10/10),33k,338,0,0,0,0,0,0,0,2,0,0,0,0,0
"Together we create something bigger. Together is where we shine.

Thank you @nitro_licious and our entire Instagram community. Today, we celebrate your #Nike photos. Please keep them coming. They continue to inspire us. (9/10)",96k,1555,0,0,0,0,0,0,0,2,0,0,0,0,0
"Fly high. No end in sight.

Thank you @razr_2911 and our entre Instagram community. Today, we celebrate your #Nike photos. Please keep them coming. They continue to inspire us. (8/10)",49k,306,0,0,0,0,0,0,0,2,0,0,0,0,0
"Work. Succeed. Repeat.

Thank you @liftedrunner and our entire Instagram community. Today, we celebrate your #Nike photos. Please keep them coming. They continue to inspire us. (7/10)",65k,464,0,0,0,0,0,0,0,2,0,0,0,0,0
"A community woven together, ready for what lies ahead.

Thank you @_killaadri and our entire Instagram community. Today, we celebrate your #Nike photos. Please keep them coming. They continue to inspire us. (6/10)",77k,1178,0,0,0,0,0,0,0,3,0,0,0,0,0
"Create new classics.

Thank you @instakay and our entire Instagram community. Today, we celebrate your #Nike photos. Please keep them coming. They continue to inspire us. (5/10)",69k,676,0,0,0,0,0,0,0,2,0,0,0,0,0
"You tell the story. From any perspective. In any color.

Thank you @sealeis and our entire Instagram community. Today, we celebrate your #Nike photos. Please keep them coming. They continue to inspire us. (4/10)",66k,326,0,0,0,0,0,0,0,3,0,0,0,0,0
"Breaking records. All in a days work.

Thank you @homeland_life and our entire Instagram community. Today, we celebrate your #Nike photos. Please keep them coming. They continue to inspire us. (3/10)",77k,903,0,0,0,0,0,0,0,2,0,0,0,0,0
"Motivation is what you make of it. Get out and go.

Thank you @nois7 and our entire Instagram community. Today, we celebrate your #Nike photos. Please keep them coming. They continue to inspire us. (2/10)",94k,1324,0,0,0,0,0,0,0,3,1,0,0,0,0
"As we climb past 1 million followers, we celebrate your photos. For the next 24 hours, we will share a few that have inspired us to push further. Thank you @moneal and our entire Instagram community for the glowing support and motivation. Please keep the #Nike photos coming. The journey has just begun. (1/10)",55k,437,0,0,0,0,0,0,0,3,0,0,0,0,0
"&quot;In memory of Aunt Pearl, who inspired us all to continue to fight for a cure.&quot; @sniperjones35 celebrates his aunt with a special edition of the KDV. Tonight the UConn ladies will wear it as they take on top-ranked Baylor and #Play4Kay.",82k,1332,0,0,1,0,1,0,0,2,1,0,0,0,0
Our stars have landed in Houston. @nikebasketball,45k,298,0,0,1,0,0,0,0,0,0,0,0,0,0
Knit up and get fly. The Nike Flyknit Lunar1+. @nikerunning,72k,580,0,0,0,0,0,0,0,0,1,0,0,0,0
"@elliegoulding is on her way to 13.1. Taking to the streets of LA in the new Flyknit Lunar1+, the music maven keeps her word and tracks her progress. What are you doing this year to #makeitcount?",28k,181,0,0,1,0,0,0,0,1,0,0,0,0,0
Epic morning run with @nikerunning and friends. #projectflysf,35k,215,0,0,0,0,0,0,0,1,0,0,0,0,0
"No touch, no chance. Only the best made it to @nikefootballs #TheChance World Tour. After training with Juventus in Italy, the hopeful players know theyll need masterful class to win it.",50k,520,0,0,1,0,0,0,0,2,0,0,0,0,0
Its never as good as the first tracks. Watch @dannykass and the @nikesnowboarding team carve up the Chilean backcountry when their new film drops Monday on nikesnowboarding.com. #getlacedup (3/3),46k,246,0,0,0,0,0,0,1,2,1,0,0,0,0
"@nikesnowboarding team riders @dannykass, @gigiruef, @yomanueldiaz and Nicolas Müller step off the helicopter and into Chiles Valle Nevado backcountry. #getlacedup (2/3)",41k,220,0,0,0,0,0,0,0,0,3,0,0,0,0
Chairlifts need not apply. Catch the madness Monday when @nikesnowboarding drops their new film from Chile on nikesnowboarding.com. #getlacedup (1/3),53k,305,0,0,1,0,0,0,0,1,1,0,0,0,0
"Just hanging out with Paul Rodriguez and his shoe designer Carboy @NikeSB HQ. @prod84 couldnt name a favorite of his signature shoes. &quot;Theyre all special to me,&quot; he said. &quot;Because at the time each one came out, they were the future.&quot; What do you want to see in the next P-Rod?",41k,336,0,0,0,0,0,0,0,0,2,0,0,0,0
Boots on boots on boots. Separate yourself from the pack. @nikefootballs #TheChance World Tour is off to Europe. Next stop Juventus.,73k,1084,0,0,0,0,1,0,0,1,0,0,0,0,0
The Nike Flyknit Lunar1+. Second skin fit atop Lunarlon comfort. Find the extra miles. Push for the perfect run.,64k,1268,0,0,0,0,0,0,0,0,1,0,0,0,0
Leave everything but the trophy.,51k,800,0,0,0,0,0,0,0,0,0,0,0,0,0
"Most never get the chance. When you do, take it. #makeitcount",47k,535,0,0,0,0,0,0,0,0,0,0,0,0,0
"Show us your shoes.

Introducing the @usnikefootball Mardi Gras-inspired Lunar TR1. Available tomorrow.",54k,519,0,0,0,0,0,0,0,0,2,0,0,0,0
Celebrate the creativity. Provide the passion. @njunior11 debuts Brasils new home kit at Copacabana Beach in Rio de Janeiro. #mostraseujogo,33k,385,0,0,2,0,0,0,0,0,0,0,0,0,0
"NTC goes big time in Brooklyn, getting down to it in the Nike TR Fit 3. Tonight 200 women continued to turn their 2013 resolutions into promises on the hard court at Barclays Center. NikeFuel millionaires in the making.",65k,840,0,0,1,0,0,0,0,3,0,0,0,0,0
"Work harder. Stand out. Be mercurial. This is @NikeFootballs #TheChance, and only one can win it.

From all over the world, hopeful athletes built web profiles, attended try outs, and worked their butts off to get noticed by pro scouts. Nations selected their best and sent them off to Barcelona to take on the world. Out of 100 players, the best 16 embarked last week on a world tour of elite training programs. First, SPARQ sessions at Nike HQ tested strength and fitness. Now in Los Angeles, theyll test themselves against the @ussoccer Under-17 team. Then its back in the air and back to Europe. In one month, one player earns their first pro contract. Every great footballer takes chances, but only one can take The Chance.",38k,318,0,0,2,0,1,1,0,2,0,0,0,0,0
Start the year on top. Work to stay there. Number one is earned everyday. @vichka35,28k,382,0,0,0,0,0,0,0,0,0,0,0,0,0
"@NikeFootballs #TheChance World Tour started this week at Nike HQ. Out of 150,000 athletes, sixteen finalists earned this six-week opportunity, this chance of a lifetime. Only one will earn the right to join the Nike Academy in England. Time to lace up. Winning starts here.",45k,400,0,0,1,0,0,0,0,2,0,0,0,0,0
"Tiana King mixes the black and white basics but draws new conclusions for her Air Max+ 2013 iD design. The shoes represent her philosophy that theres never only one path to success. She learned this from her grandfather, who ran in the Santa Monica Track Club. Finding inspiration through him, she keeps the big picture in mind but lives in the moment by staying in motion.",56k,622,0,0,0,0,1,0,0,1,1,0,0,0,0
Experience brings expectation. Sharapova rises to the Aussie occasion in the womens Zoom Vapor 9 Tour.,29k,186,0,0,2,0,1,0,0,0,0,0,0,0,0
"Look good, feel good, play better. @SerenaWilliams kicks her style up Down Under.",24k,248,0,0,0,0,0,0,0,0,0,0,0,0,0
Give yourself to the game. Give back to the community. The 2013 Nike Black History Month collection debuts on court this week. Be bold. Be true.,83k,1726,0,0,0,0,0,0,0,1,0,0,0,0,0
The game face goes on before the uniform. @usnikefootball,47k,955,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tonight, stars in the Australian sky will shine above Melbourne. But all eyes will be on #Federer. In his official nighttime Zoom Vapor 9 Tour colorway, hell look to light up the hard court.",52k,682,0,0,1,0,0,0,1,1,0,0,0,0,0
Maxed out. Step into the running revolution with the Air Max+ 2013. Available now in five colorways for men and women. #airmax,61k,833,0,0,0,0,0,0,0,2,0,0,0,0,0
"Taking the inside out and the senses upside down, visible air debuted in 1987 and started a design revolution that continues today. You either evolve or fall back. Welcome to Engineered Mesh. The Air Max 1 is now lighter than ever. #airmax",46k,754,0,0,0,0,0,0,0,0,0,1,0,0,0
"Next on the tee, from Holywood Golf Club in Holywood, Northern Ireland, please welcome Rory McIlroy. @nikegolf",20k,274,0,0,2,0,0,0,0,1,2,0,0,0,0
This is where it starts. Where it ends is up to you. @usnikefootball,45k,554,0,0,0,0,0,0,0,0,0,0,0,0,0
Leaders play like theyve been there before. Even if they haven’t.,47k,774,0,0,0,0,0,0,0,0,0,0,0,0,0
Second halves are for finishing. Fast is faster. @usnikefootball,32k,732,0,0,0,0,0,0,0,0,0,0,0,0,0
#getlacedup. Pick your line. Ride with confidence with @nikesnowboarding,42k,277,0,0,0,0,0,0,0,1,0,0,0,0,0
All roads lead to snow. #getlacedup with @nikesnowboarding,28k,166,0,0,0,0,0,0,0,1,0,0,0,0,0
High Tide in Miami. @usnikefootball rolls with Alabama.,44k,636,0,0,2,0,0,0,0,0,0,0,0,0,0
More snow. More style. Time to hit the mountain with @nikesnowboarding. #getlacedup,50k,781,0,0,0,0,0,0,0,1,0,0,0,0,0
"Start Fast. Finish Faster.

A glimpse of the @usnikefootball Oregon Lunar Super Bad Pro.",41k,730,0,0,0,0,0,0,0,1,0,0,0,0,0
First day. First run. Where do you want go? How will you get there? Who will you #makeitcount with in 2013?,37k,307,0,0,0,0,0,0,0,0,0,0,0,0,0
No matter where you are. Make it today. Make it tonight. Make it tomorrow. Make it together in 2013. We will #makeitcount.,41k,182,0,0,0,0,0,0,0,0,0,0,0,0,0
"Celebrate the past. Focus on the future. 2012 was full of great memories, but there are more to make in 2013. How will you #makeitcount?",35k,259,0,0,0,0,0,0,0,0,0,0,0,0,0
The reflective Air Max+ 2013 Limited Edition. Run like the wind. Shine like the moon. All night long.,52k,1019,0,0,0,0,0,0,0,0,1,0,0,0,0
Light up the longest night of the year with the Nike Running Hypershield collection. #solstice,38k,347,0,0,0,0,0,0,0,1,0,0,0,0,0
The Nike+ FuelBand. Track your movement. Express your style. All day. Every day. No one said fitness couldnt be fashionable. #nike #nikefuel,37k,522,0,0,0,0,0,0,0,1,0,0,0,0,0
"Athletes dont just inspire our products, they inspire each other. We know @NikeSB pro @Sean_Malto draws inspiration from his hometown NFL team and favorite Bballer, @sniperjones35. To thank him for rolling through Nike World Headquarters we delivered a KC Chiefs Limited Impact Jersey and KDVs. What inspires you?",30k,418,0,0,0,0,0,0,0,2,2,0,0,0,0
Elevate from #AF1 to #LF1. Take Force into the future. #keepitcoming,38k,856,0,0,0,0,0,1,0,0,0,0,0,0,0
Its not about replacing the past. Its about dominating the future. The Future of Force. #LF1 #keepitcoming,24k,219,0,0,0,0,0,0,0,1,0,0,0,0,0
1982 to 2012. 30 years of Force. Time to walk into the future. #LF1 #keepitcoming,27k,111,0,0,0,0,0,0,0,1,0,0,0,0,0
Rivals today. Teammates tomorrow. @usnikefootball brings a new look to a storied game. #ArmyNavy,40k,354,0,0,0,0,0,0,0,1,0,0,0,0,0
Every shoe tells a story. Five players united on a court. Five sides on a pentagon. Five corners on a star. The fifth @sniperjones35 signature shoe. Evolution is everything. #KDV #nike,52k,801,0,0,0,0,0,1,0,1,0,0,0,0,0
From a legend to the next wave. The game is in good hands. @nikefootballs @njunior11,48k,575,0,0,0,0,0,0,0,0,0,0,0,0,0
Unwrap a world of competition with the Nike+ FuelBand. #nike #nikefuel,36k,509,0,0,0,0,0,0,0,1,0,0,0,0,0
Some shoes are unveiled; the Kobe 8 is unleashed.,43k,869,0,0,0,0,0,0,0,0,0,0,0,0,0
"At an undisclosed location in Los Angeles, the Black Mamba is always on full alert.",30k,414,0,0,1,0,0,0,0,1,0,0,0,0,0
The CJ81 Elite TD: Engineered to the Exact Specifications of the Defense Destroyer. Brought to you by @usnikefootball #fastisfaster,32k,378,0,0,0,0,0,0,0,1,0,1,0,0,0
The Nike GS2 sports a bio-based traction plate with a minimalist diamond-silhouetted spine for optimal flex and agility. Maximize speed. #nike #football #soccer #GS2Squad,31k,351,0,0,0,0,0,2,0,0,0,0,0,0,0
"Introducing the second generation of the Nike Green Speed boot. Our lightest, fastest and most environmentally friendly boot ever. #nike #football #soccer #GS2Squad",34k,609,0,0,0,0,0,2,0,0,0,0,0,0,0
What cold weather? Nothing stops Bears fans from earning #NikeFuel. #fuelcheck #nike #donthibernate,28k,447,0,0,0,0,0,2,0,1,0,0,0,0,0
"When youre on the Monsters of the Midways turf, you have to train hard like the Bears. The field was frigid but these ladies brought the heat with a football-inspired #NTC workout. #nike #nikechicago",19k,220,0,0,0,0,0,1,0,2,0,0,0,0,0
"The #CR7 Nike Mercurial Vapor VIII combines two pieces of glass fiber to forge a single sole plate, increasing flexibility and responsiveness. Find explosive speed. #nike #mercurial #football #soccer #cristiano",46k,1122,0,0,0,0,0,0,0,0,0,0,0,0,0
"The #CR7 Mercurial Vapor VIII. Track spike-inspired fit. Superior touch. Explosive traction. A boot so light, so brave, it could only be for Cristiano Ronaldo. #nike #mercurial #football #soccer #cristiano",37k,827,0,0,1,0,0,0,0,0,1,0,0,0,0
